No.,チャンネル,動画番号,動画ID,YouTubeID,タイトル,台本,台本番号,作成フラグ,進捗,品質チェック結果,文字数,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,更新日時,音声整形,音声検証,音声生成,音声品質,DALL-Eプロンプト（URL・テキスト指示込み）,台本パス
75,CH01,75,CH01-075,9r0x45anreQ,【損します】いい顔ばかりして疲れがちな人へ | ブッダの教え | 仏教の教え |,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/075/content/assembled.md,,,投稿済み,,74,,,,,,,,"Aug 17, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/075/content/assembled.md
76,CH01,76,CH01-076,eLwIaeJxLzo,【無言の人はなぜ最強なのか】仏教から学ぶ「沈黙の力」と「適切な言葉の使用」 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/076/content/assembled.md,,,投稿済み,,80,,,,,,,,"Aug 19, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/076/content/assembled.md
77,CH01,77,CH01-077,pEnkH_aY_NQ,時間を無駄にしない無敵の思考 | ブッダの教え | 仏教【八正道】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/077/content/assembled.md,,,投稿済み,,67,,,,,,,,"Aug 21, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/077/content/assembled.md
78,CH01,78,CH01-078,eVTkBa-HyEU,「頭いい人」と「頭悪い人」はココが決定的に違う | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/078/content/assembled.md,,,投稿済み,,66,,,,,,,,"Aug 22, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/078/content/assembled.md
79,CH01,79,CH01-079,GJI5wi9XHA0,大切なものを失う前に絶対に気付くべきこと | ブッダの教え | 人間関係【愛別離苦】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/079/content/assembled.md,,,投稿済み,,76,,,,,,,,"Aug 23, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/079/content/assembled.md
80,CH01,80,CH01-080,5GsR2AYNt7U,「自分の価値」を高めるには？ | ブッダの教え【禅の言葉 - 自己肯定感】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/080/content/assembled.md,,,投稿済み,,71,,,,,,,,"Aug 29, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/080/content/assembled.md
81,CH01,81,CH01-081,LGEDvjuchqw,【４種類の悪友】こんな奴らとは縁を切れ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/081/content/assembled.md,,,投稿済み,,62,,,,,,,,"Sep 2, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/081/content/assembled.md
82,CH01,82,CH01-082,0hlY4d6MjF0,【衝撃】徳が高い人はなぜ嫌われるのか？ | ブッダの教え | 仏教の教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/082/content/assembled.md,,,投稿済み,,70,,,,,,,,"Sep 5, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/082/content/assembled.md
83,CH01,83,CH01-083,Ye3SmHqJlgM,【努力は報われない？】努力よりよっぽど大切なこと | ブッダの教え | 仏教の教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/083/content/assembled.md,,,投稿済み,,75,,,,,,,,"Sep 8, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/083/content/assembled.md
84,CH01,84,CH01-084,636mLobJMeM,【疲れが劇的に改善】心と体が最高に整う４つの法則 | ブッダの教え【バグった自律神経を整える】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/084/content/assembled.md,,,投稿済み,,81,,,,,,,,"Sep 9, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/084/content/assembled.md
85,CH01,85,CH01-085,7DW2h00uOB8,【今すぐ捨てなきゃヤバい】他人の人生を生きても良いことありません | ブッダの教え【３つの質問で解決】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/085/content/assembled.md,,,投稿済み,,85,,,,,,,,"Sep 11, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/085/content/assembled.md
86,CH01,86,CH01-086,FYCvrouzo3k,【ダメ絶対】器が大きい人ほどやらないこと | ブッダの教え | 仏教の教え【後悔しないために】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/086/content/assembled.md,,,投稿済み,,81,,,,,,,,"Sep 12, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/086/content/assembled.md
87,CH01,87,CH01-087,RtjxkXQ4UQI,【シンプルで最強】人生に迷わなくなる４つの生き方 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/087/content/assembled.md,,,投稿済み,,67,,,,,,,,"Sep 14, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/087/content/assembled.md
88,CH01,88,CH01-088,Dn51B3sRT_4,【９割が忘れていること】人生を変える一瞬の思考法 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/088/content/assembled.md,,,投稿済み,,67,,,,,,,,"Sep 18, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/088/content/assembled.md
89,CH01,89,CH01-089,auhyA-QXFvE,【危険】性根腐った人間の特徴と対処法 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/089/content/assembled.md,,,投稿済み,,61,,,,,,,,"Sep 21, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/089/content/assembled.md
90,CH01,90,CH01-090,yyTyOwVe_V4,【必見】心穏やかな暮らしが実現する４つの極意 | ブッダの教え | 仏教の教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/090/content/assembled.md,,,投稿済み,,73,,,,,,,,"Sep 25, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/090/content/assembled.md
91,CH01,91,CH01-091,f9b7voyBizk,【９割が忘れている!!】メンタル強い人だけが知っている３つの特徴 | ブッダの教え【覚えていれば精神的に最強】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/091/content/assembled.md,,,投稿済み,,89,,,,,,,,"Sep 27, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/091/content/assembled.md
92,CH01,92,CH01-092,7P3Us1ckO8A,絶対にパートナーに選んではいけない人の特徴【古代インドの物語】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/092/content/assembled.md,,,投稿済み,,65,,,,,,,,"Sep 29, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/092/content/assembled.md
93,CH01,93,CH01-093,vyS4yKIgbKo,【悲劇】知らないと人生詰みます | ブッダの教え【3つの究極法則】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/093/content/assembled.md,,,投稿済み,,67,,,,,,,,"Oct 2, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/093/content/assembled.md
94,CH01,94,CH01-094,qUo4sog1KaE,【ブッダの教え】人生で本当に大切な3つのこと | 人生に悩む人へ,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/094/content/assembled.md,,,投稿済み,,66,,,,,,,,"Oct 3, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/094/content/assembled.md
95,CH01,95,CH01-095,RnKSflghEAA,【そのままでは不幸になります】人のために尽くすことで幸せになる驚きの理由 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/095/content/assembled.md,,,投稿済み,,79,,,,,,,,"Oct 5, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/095/content/assembled.md
96,CH01,96,CH01-096,UiFsWmrun2E,【劇薬‼︎今すぐやりなさい】老後の不安を解消する4つの秘訣 | ブッダの教え『今日が一番若い日！』,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/096/content/assembled.md,,,投稿済み,,83,,,,,,,,"Oct 7, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/096/content/assembled.md
97,CH01,97,CH01-097,9PfYydL9f-4,【９割が当てはまる】心が汚い人は必ず〇〇と言う | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/097/content/assembled.md,,,投稿済み,,66,,,,,,,,"Oct 8, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/097/content/assembled.md
98,CH01,98,CH01-098,OYf1ddtqcjs,【今すぐ改善します】他人に期待してしまう癖、病気です。 | ブッダの教え【他人を変えたい病】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/098/content/assembled.md,,,投稿済み,,80,,,,,,,,"Oct 10, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/098/content/assembled.md
99,CH01,99,CH01-099,54vc0ziQe6A,"【今すぐやめろ】あなたの""自由""を奪う危険な７つの罠 | ブッダの教え",/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/099/content/assembled.md,,,投稿済み,,69,,,,,,,,"Oct 12, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/099/content/assembled.md
100,CH01,100,CH01-100,vF8vIxJfyPw,【瞑想で脳が変わる！】科学が証明したヴィパッサナーの驚くべき効果 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/100/content/assembled.md,,,投稿済み,,75,,,,,,,,"Oct 15, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/100/content/assembled.md
101,CH01,101,CH01-101,bqLFakYX1VU,なぜ、老後は子供に頼りすぎてはいけないのか | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/101/content/assembled.md,,,投稿済み,,64,,,,,,,,"Oct 17, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/101/content/assembled.md
102,CH01,102,CH01-102,nJQu591oS_s,人に好かれる７つの行動 | ブッダの教え【すぐにやってください】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/102/content/assembled.md,,,投稿済み,,66,,,,,,,,"Oct 18, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/102/content/assembled.md
103,CH01,103,CH01-103,3A6s6VCUiOU,【絶対見てください】他人に嫉妬されている10個のサイン | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/103/content/assembled.md,,,投稿済み,,70,,,,,,,,"Oct 19, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/103/content/assembled.md
104,CH01,104,CH01-104,_mqY1kYenWQ,【ブッダの教え】裏切り者を見抜く３つのサイン,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/104/content/assembled.md,,,投稿済み,,56,,,,,,,,"Oct 21, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/104/content/assembled.md
105,CH01,105,CH01-105,wC5hgas_xUw,大人とガキの違い | ブッダの教え【その人の精神年齢はここに出る】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/105/content/assembled.md,,,投稿済み,,67,,,,,,,,"Oct 24, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/105/content/assembled.md
106,CH01,106,CH01-106,6d3oOyH99G4,これをすると地獄へ落ちます | ブッダの教え【99%がハマる嘘】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/106/content/assembled.md,,,投稿済み,,66,,,,,,,,"Nov 3, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/106/content/assembled.md
107,CH01,107,CH01-107,DFoD9is5-50,【ダメ絶対】こんな時は頑張らないでください | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/107/content/assembled.md,,,投稿済み,,64,,,,,,,,"Nov 5, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/107/content/assembled.md
108,CH01,108,CH01-108,9Q6nY3sdbB4,【厳禁】すぐ謝る人は見てください。嫌われます | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/108/content/assembled.md,,,投稿済み,,65,,,,,,,,"Nov 8, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/108/content/assembled.md
109,CH01,109,CH01-109,jdVZaLWNJkY,【要注意!!】絶対にこんな人とは関わらないでください | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/109/content/assembled.md,,,投稿済み,,69,,,,,,,,"Nov 11, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/109/content/assembled.md
110,CH01,110,CH01-110,X8aJAIifd64,【役立つ知恵】あなたは大丈夫？こんな人が無意識に他人を傷つける。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/110/content/assembled.md,,,投稿済み,,75,,,,,,,,"Nov 14, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/110/content/assembled.md
111,CH01,111,CH01-111,D4vCknQvJtA,【老後はたったの3人しか頼れなくなります】老後に絶対頼るべき人物とは？ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/111/content/assembled.md,,,投稿済み,,78,,,,,,,,"Nov 17, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/111/content/assembled.md
112,CH01,112,CH01-112,gMzPFBVxS6U,絶対に話してはいけない５つのこと【ブッダの教え】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/112/content/assembled.md,,,投稿済み,,58,,,,,,,,"Nov 20, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/112/content/assembled.md
113,CH01,113,CH01-113,lK9RpsXsIKo,【驚愕】自分に正直に生きるとこうなります。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/113/content/assembled.md,,,投稿済み,,64,,,,,,,,"Nov 24, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/113/content/assembled.md
114,CH01,114,CH01-114,CirC4WNY6IY,【あなたは当てはまりますか？】器の小さい大人の特徴３選 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/114/content/assembled.md,,,投稿済み,,70,,,,,,,,"Nov 30, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/114/content/assembled.md
115,CH01,115,CH01-115,TJTEenoVPZQ,【９割が陥る罠】これでもう焦らなくなる仏教の教え | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/115/content/assembled.md,,,投稿済み,,67,,,,,,,,"Dec 3, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/115/content/assembled.md
116,CH01,116,CH01-116,MOOTE3u6_ko,【目からウロコ‼︎】心が楽になる生き方と方法 | ブッダの教え【深くて良い話】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/116/content/assembled.md,,,投稿済み,,73,,,,,,,,"Dec 8, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/116/content/assembled.md
117,CH01,117,CH01-117,W2rdfKmjEjE,堂々と生きるための本当の優しさとは | ブッダの教え【その優しさはあなたを滅ぼします】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/117/content/assembled.md,,,投稿済み,,77,,,,,,,,"Dec 10, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/117/content/assembled.md
118,CH01,118,CH01-118,Qg-1jVNGdUM,【今すぐやめて】その思い込みは危険なので捨てなさい | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/118/content/assembled.md,,,投稿済み,,68,,,,,,,,"Dec 13, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/118/content/assembled.md
119,CH01,119,CH01-119,hfXKTCI7xhQ,【あなたの周りにいませんか？】裏切り者の決定的な特徴７つ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/119/content/assembled.md,,,投稿済み,,71,,,,,,,,"Dec 14, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/119/content/assembled.md
120,CH01,120,CH01-120,brcKX0BQ2-I,【親切なつもりなのに、なぜか距離を置かれる...】悪気はないのに嫌われてしまう残念な人の特徴 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/120/content/assembled.md,,,投稿済み,,89,,,,,,,,"Dec 16, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/120/content/assembled.md
121,CH01,121,CH01-121,eoCrCUFg8qM,【絶対NG】周りからの信頼を失う、やりがちな言動3選 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/121/content/assembled.md,,,投稿済み,,69,,,,,,,,"Dec 18, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/121/content/assembled.md
122,CH01,122,CH01-122,xtibT-OFXx4,【怒りジワはヤバい！】怒りを抑えるために最初に知らねばならないこと | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/122/content/assembled.md,,,投稿済み,,76,,,,,,,,"Dec 19, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/122/content/assembled.md
123,CH01,123,CH01-123,uqIKj8biFYk,嫌いな人との上手な接し方、苦手な人へのストレスが軽くなる | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/123/content/assembled.md,,,投稿済み,,71,,,,,,,,"Dec 21, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/123/content/assembled.md
124,CH01,124,CH01-124,jdZXTZrB-rw,【要注意！】優しく見えて、実は冷たい人を見抜くポイント | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/124/content/assembled.md,,,投稿済み,,70,,,,,,,,"Dec 25, 2024",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/124/content/assembled.md
125,CH01,125,CH01-125,yQI_3e7uQ6s,【危険人物！】このセリフを言う人を信用してはいけません | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/125/content/assembled.md,,,投稿済み,,70,,,,,,,,"Jan 2, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/125/content/assembled.md
126,CH01,126,CH01-126,IkMMLZdDNu4,これを諦めるとあなたの人生は輝く｜ブッダの教え【仏教物語】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/126/content/assembled.md,,,投稿済み,,63,,,,,,,,"Jan 7, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/126/content/assembled.md
127,CH01,127,CH01-127,phXj83lUzec,寂しくて仕方ないのはなぜか。どうしたら解決できるのか | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/127/content/assembled.md,,,投稿済み,,69,,,,,,,,"Jan 9, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/127/content/assembled.md
128,CH01,128,CH01-128,eT8hNH-9RSk,【危険】親子の絆に悩む全ての方へ、知っておくべき危険な言葉 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/128/content/assembled.md,,,投稿済み,,72,,,,,,,,"Jan 13, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/128/content/assembled.md
129,CH01,129,CH01-129,bvJmLhSTeXM,心のモヤモヤを消す３つの教え | ブッダの教え【人間関係のわだかまりを消す】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/129/content/assembled.md,,,投稿済み,,72,,,,,,,,"Jan 15, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/129/content/assembled.md
130,CH01,130,CH01-130,oPSfoAMHHUI,【気をつけて！】嘘をつく人が使う5つの言葉とは？ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/130/content/assembled.md,,,投稿済み,,67,,,,,,,,"Jan 16, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/130/content/assembled.md
131,CH01,131,CH01-131,_WFJP-rf_JQ,【絶対ダメ！】他人に話すと後悔する7つの言葉！自分を守るために「口にすべきではない」こと |  ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/131/content/assembled.md,,,投稿済み,,88,,,,,,,,"Jan 18, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/131/content/assembled.md
132,CH01,132,CH01-132,m7h4zjfH6uw,【これさえ実践すれば全てうまくいく！】心身の不調が続く人必見！全ての改善は言霊にあった | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/132/content/assembled.md,,,投稿済み,,86,,,,,,,,"Jan 20, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/132/content/assembled.md
133,CH01,133,CH01-133,T3e8xQ31x8Y,【これだけ！】ストレスを消し去る３つの習慣！最も過酷な修行で悟ったこと | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/133/content/assembled.md,,,投稿済み,,78,,,,,,,,"Jan 23, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/133/content/assembled.md
134,CH01,134,CH01-134,dgkJvEsS_iQ,【この3つ当てはまったらヤバい...！】老後の人生で大失敗する人の生き方 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/134/content/assembled.md,,,投稿済み,,79,,,,,,,,"Jan 24, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/134/content/assembled.md
135,CH01,135,CH01-135,i9c0_dctyE0,亡くなった人が夢に出てくる本当の理由 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/135/content/assembled.md,,,投稿済み,,61,,,,,,,,"Jan 29, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/135/content/assembled.md
136,CH01,136,CH01-136,rZEwnlyu-0o,【危険】この言葉を使う人とは縁を切れ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/136/content/assembled.md,,,投稿済み,,61,,,,,,,,"Jan 30, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/136/content/assembled.md
137,CH01,137,CH01-137,Q8gK0sJeSFo,【その優しさ、危険です】ブッダから学ぶ「目からうろこ」の本当の優しさとは!? | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/137/content/assembled.md,,,投稿済み,,81,,,,,,,,"Jan 31, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/137/content/assembled.md
138,CH01,138,CH01-138,HkoZEzAwx-U,【警告】50歳から人生を豊かにするブッダの5つの教え | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/138/content/assembled.md,,,投稿済み,,69,,,,,,,,"Feb 4, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/138/content/assembled.md
139,CH01,139,CH01-139,BRaCOFh1gLQ,【人の目を気にしなくなる5つの方法】これで人生が驚くほど楽になる | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/139/content/assembled.md,,,投稿済み,,78,,,,,,,,"Feb 6, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/139/content/assembled.md
140,CH01,140,CH01-140,bx1wDhcSuoc,【危険人物】卑怯者は話すとき必ず〇〇という - 言葉で見抜く不誠実な人 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/140/content/assembled.md,,,投稿済み,,78,,,,,,,,"Feb 10, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/140/content/assembled.md
141,CH01,141,CH01-141,4D9iU86_VDA,嫌いな人を心から消す方法 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/141/content/assembled.md,,,投稿済み,,55,,,,,,,,"Feb 20, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/141/content/assembled.md
142,CH01,142,CH01-142,AHXI3qann50,【縁切り確定】毒のような人間関係から自分を守る | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/142/content/assembled.md,,,投稿済み,,66,,,,,,,,"Feb 22, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/142/content/assembled.md
143,CH01,143,CH01-143,KQjrHTntFVY,【人生が変わる】悪口・否定・批判…何を言われても気にしない方法とは？人の評価は変わるものでも、あなたの価値は変わりません。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/143/content/assembled.md,,,投稿済み,,104,,,,,,,,"Feb 26, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/143/content/assembled.md
144,CH01,144,CH01-144,MFgfrXEnPOM,"【⚠️注意】仏陀が教える""本当の成功""とは？ 称賛される人生と幸せな人生は違う！ | ブッダの教え",/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/144/content/assembled.md,,,投稿済み,,83,,,,,,,,"Mar 8, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/144/content/assembled.md
